size, customer, years_trading, years_customer, turn_over, bop, credit_rating, employees, corporate_family, country, 	market, period, abc, ly_spend, budget_spend, curr_period_fc, last_period, curr_period_ly, weather_fc, make_budget_lp, make_budget_ply, make_budget, probability
M,5329,20,15,380701,29, dd,3,n,sweden,pitched,10,c,232228,19353,19353,17418,12192,fine,n,y,1,1.0
L,5330,18,8,2305134,99, bbb,23,n,finland,pitched,10,c,1798005,149834,119867,98891,94396,l-snow,n,y,0,1.0
M,5331,8,3,412627,36, ddd,4,n,uk,pitched,10,c,247577,20632,16506,16506,14236,l-rain,n,y,0,1.0
L,5332,6,1,917230,51, dd,9,n,uk,flat,10,a,458615,38218,30575,30575,33250,l-rain,y,y,0,1.0
M,5333,18,10,325411,29, b,3,n,sweden,flat,10,c,165960,13830,13830,10235,8713,fine,n,y,1,1.0
L,5334,6,2,4232131,66, bbb,42,n,uk,pitched,10,a,2454636,204553,163643,149324,153415,l-rain,n,n,0,1.0
M,5335,7,1,476432,36, ddd,4,n,sweden,flat,10,a,452611,37718,37718,26026,34701,fine,y,n,0,1.0
L,5336,20,2,567942,9, dd,5,y,finland,flat,10,a,283971,23665,18932,20115,17039,l-snow,y,n,0,1.0
M,5337,6,4,417699,60, ddd,4,n,sweden,pitched,10,a,271505,22626,22626,22400,13576,fine,y,y,1,1.0
L,5338,13,0,4767790,47, bbb,47,n,uk,flat,10,c,3194420,266202,212962,159721,250230,l-rain,y,y,0,1.0
M,5339,20,11,427712,10, bbb,4,n,sweden,pitched,10,c,218134,18178,18178,13270,17088,fine,y,n,1,1.0
L,5340,8,3,1640128,5, ddd,16,n,finland,pitched,10,b,1590925,132578,106062,106062,119320,l-snow,n,y,0,1.0
M,5341,16,1,435899,77, ccc,4,n,denmark,flat,10,c,309489,25791,20633,22696,20891,l-snow,n,n,0,1.0
L,5342,18,15,2339497,78, d,23,n,finland,pitched,10,c,2222523,185211,148169,146317,129648,l-snow,y,y,0,1.0
M,5343,12,3,364752,72, ddd,3,n,norway,pitched,10,c,295450,24621,12311,21421,16989,rain,y,y,0,1.0
L,5344,10,10,4472512,7, d,44,n,uk,pitched,10,c,2325707,193809,155048,124038,182181,l-rain,y,y,0,1.0
M,5345,11,6,389208,53, ccc,3,n,finland,flat,10,b,354180,29515,23612,23908,18300,l-snow,y,n,0,1.0
L,5346,16,13,1456950,48, d,14,n,norway,flat,10,c,1034435,86203,43102,68101,66377,rain,y,n,0,1.0
M,5347,9,6,255868,12, d,2,n,sweden,flat,10,b,245634,20470,20470,16785,15762,fine,y,n,0,0.9986363
L,5348,18,7,4147408,61, c,41,n,uk,pitched,10,c,2488445,207371,165897,176265,161749,l-rain,y,n,0,1.0
M,5349,5,3,289865,66, d,2,n,finland,pitched,10,c,191311,15943,12755,10204,10363,l-snow,y,y,0,1.0
L,5350,9,7,3164193,15, ddd,31,n,finland,flat,10,c,3005984,250499,200399,170340,162825,l-snow,y,y,0,1.0
M,5351,19,7,372179,61, dd,3,n,denmark,pitched,10,b,342405,28534,22827,18833,17121,l-snow,y,n,0,1.0
L,5352,19,9,3184650,25, b,31,n,finland,flat,10,c,3025418,252119,201695,249597,166398,l-snow,y,n,0,1.0
M,5353,17,8,284625,27, bb,2,n,norway,flat,10,c,170775,14232,7116,8539,12524,rain,y,y,0,1.0
L,5354,14,9,1400084,95, ccc,14,n,norway,pitched,10,c,910055,75838,37919,50812,66738,rain,n,y,0,1.0
M,5355,12,0,479141,41, d,4,n,sweden,pitched,10,c,412062,34339,34339,31935,31248,fine,y,n,1,1.0
L,5356,14,3,4583468,30, bbb,45,n,sweden,pitched,10,c,4400130,366678,366678,341011,322677,fine,y,n,1,1.0
M,5357,8,1,374408,91, d,3,n,sweden,pitched,10,a,205925,17161,17161,13386,15445,fine,y,n,0,0.9999999
L,5358,15,1,3517946,8, bb,35,n,norway,flat,10,c,2286665,190556,95278,184839,118145,rain,n,y,0,1.0
M,5359,12,4,282447,72, ddd,2,n,sweden,pitched,10,b,149697,12475,12475,12350,9357,fine,n,y,1,1.0
L,5360,19,14,1805958,44, b,18,n,norway,flat,10,a,993277,82774,41387,60425,56286,rain,y,y,0,1.0
M,5361,6,5,332794,35, ddd,3,n,norway,pitched,10,c,193021,16086,8043,11421,14477,rain,y,y,0,1.0
L,5362,9,4,1647683,40, bbb,16,n,norway,pitched,10,c,1614730,134561,67281,119760,134561,rain,y,y,0,1.0
M,5363,12,10,376109,80, cc,3,n,sweden,flat,10,b,289604,24134,24134,15205,15687,fine,n,y,0,1.0
L,5364,6,1,2455191,21, bbb,24,n,norway,flat,10,c,1694082,141174,70587,86116,135527,rain,y,y,0,1.0
M,5365,10,10,329830,33, cc,3,n,sweden,pitched,10,b,290251,24188,24188,14997,21286,fine,y,n,0,1.0
L,5366,10,9,1101304,57, bbb,11,y,denmark,pitched,10,c,936109,78010,62408,59287,59287,l-snow,y,y,0,1.0
M,5367,13,9,409506,91, ccc,4,n,uk,pitched,10,b,249799,20817,16654,16862,18944,l-rain,n,n,0,1.0
L,5368,17,7,1372969,9, d,13,n,uk,flat,10,a,1221943,101829,81463,94701,78408,l-rain,y,n,1,1.0
M,5369,19,9,392560,26, ddd,3,n,sweden,flat,10,c,345453,28788,28788,19576,25046,fine,y,y,0,1.0
L,5370,6,2,3594861,17, bb,35,n,uk,pitched,10,c,2839941,236662,189330,151464,229562,l-rain,y,y,0,1.0
M,5371,19,8,457323,89, dd,4,n,finland,flat,10,c,452750,37730,30184,27165,26788,l-snow,y,y,0,1.0
L,5372,16,16,530931,48, b,5,n,finland,pitched,10,c,445983,37166,29733,24158,34936,l-snow,y,y,0,1.0
M,5373,9,4,488908,19, b,4,n,finland,flat,10,b,454685,37891,30313,26145,33344,l-snow,n,y,0,1.0
L,5374,18,18,2325873,61, c,23,n,uk,flat,10,c,1860699,155059,124047,148856,145755,l-rain,y,y,1,1.0
M,5375,8,1,257001,70, b,2,n,uk,flat,10,c,161911,13493,10795,12009,12144,l-rain,y,y,0,1.0
L,5376,11,7,4345056,25, cc,43,n,denmark,pitched,10,c,4084353,340363,272291,313134,275694,l-snow,y,n,0,1.0
M,5377,11,3,427558,71, dd,4,n,sweden,flat,10,c,410456,34205,34205,26338,31811,fine,y,y,0,1.0
L,5378,10,0,1193116,22, d,11,n,denmark,flat,10,b,775526,64628,51702,63335,64628,l-snow,y,n,1,1.0
M,5379,9,0,345240,55, dd,3,n,uk,flat,10,c,186430,15536,12429,13672,13361,l-rain,n,n,0,1.0
L,5380,11,11,2612340,60, bbb,26,n,finland,flat,10,b,2429477,202457,161966,155892,133622,l-snow,y,y,0,1.0
M,5381,15,8,412911,56, bb,4,n,sweden,pitched,10,b,301426,25119,25119,17081,17332,fine,n,n,0,1.0
L,5382,10,9,2584416,75, ccc,25,n,norway,flat,10,c,1783248,148604,74302,130772,105509,rain,n,n,0,1.0
M,5383,6,6,376999,91, c,3,n,sweden,pitched,10,c,309140,25762,25762,25504,18806,fine,y,y,1,1.0
L,5384,20,16,4508969,80, ddd,45,n,finland,pitched,10,c,3516996,293083,234467,228605,199297,l-snow,y,y,0,1.0
M,5385,11,11,268168,95, ddd,2,n,norway,flat,10,b,182355,15197,7599,9574,11854,rain,n,n,0,1.0
L,5386,20,7,3836874,71, c,38,n,uk,pitched,10,c,3645031,303753,243003,191365,243003,l-rain,y,y,0,1.0
M,5387,20,18,496011,61, d,4,n,denmark,pitched,10,c,381929,31828,25462,22280,30873,l-snow,y,y,0,1.0
L,5388,20,1,3532537,70, c,35,n,finland,flat,10,c,2896681,241391,193113,212424,217252,l-snow,y,y,0,1.0
M,5389,19,8,347626,81, bbb,3,n,finland,flat,10,b,180766,15064,12052,10244,11298,l-snow,n,n,0,1.0
L,5390,20,18,3757859,52, ccc,37,n,finland,flat,10,b,3607545,300629,240503,273573,261547,l-snow,y,n,0,1.0
M,5391,8,0,456598,70, c,4,n,uk,flat,10,b,310487,25874,20700,21735,21476,l-rain,n,n,0,1.0
L,5392,18,17,2437970,77, ccc,24,n,finland,flat,10,c,1828478,152374,121899,100567,150850,l-snow,y,y,0,1.0
M,5393,18,8,360953,10, cc,3,n,uk,pitched,10,b,194915,16243,12995,13645,11046,l-rain,y,y,0,1.0
L,5394,17,3,4370201,55, c,43,y,sweden,flat,10,b,3015439,251287,251287,170875,223646,fine,y,y,0,1.0
M,5395,11,8,477187,33, bb,4,n,norway,flat,10,b,286313,23860,11930,18849,19327,rain,y,y,0,1.0
L,5396,11,10,3133356,46, d,31,n,sweden,flat,10,b,1848681,154057,154057,124786,106300,fine,y,y,0,1.0
M,5397,14,2,371935,64, bb,3,n,denmark,flat,10,c,215723,17977,14382,12944,15820,l-snow,n,n,0,1.0
L,5398,5,4,4296008,46, d,42,n,norway,pitched,10,c,2835366,236281,118141,191388,148857,rain,y,y,0,1.0
M,5399,17,13,433424,96, b,4,n,sweden,pitched,10,c,260055,21672,21672,17121,17988,fine,n,n,1,0.99958616
L,5400,9,3,4870659,45, d,48,n,sweden,pitched,10,c,4140061,345006,345006,310505,224254,fine,n,y,1,1.0
M,5401,9,4,335349,38, ddd,3,n,denmark,flat,10,a,217977,18165,14532,11081,12534,l-snow,n,y,0,1.0
L,5402,15,0,4667246,84, ddd,46,n,uk,flat,10,c,3173728,264478,211582,169266,203648,l-rain,n,y,0,1.0
M,5403,14,14,334591,10, d,3,n,finland,flat,10,c,274365,22864,18291,13947,18063,l-snow,y,n,0,1.0
L,5404,11,0,3178800,54, bb,31,n,sweden,pitched,10,c,2479464,206622,206622,138437,183894,fine,n,y,0,1.0
M,5405,20,16,366472,19, b,3,n,finland,flat,10,a,285849,23821,19057,18342,23107,l-snow,n,n,0,1.0
L,5406,18,3,2839668,75, d,28,n,denmark,flat,10,c,1505025,125419,100335,77760,121657,l-snow,y,y,0,1.0
M,5407,9,4,278059,95, d,2,n,sweden,flat,10,b,269718,22477,22477,17532,22027,fine,y,n,0,1.0
L,5408,9,4,3537962,90, dd,35,n,denmark,pitched,10,a,2476574,206382,165105,134148,179552,l-snow,y,y,0,1.0
M,5409,15,13,465904,94, c,4,n,sweden,flat,10,c,447268,37273,37273,33173,32800,fine,y,n,1,1.0
L,5410,18,9,2319170,96, c,23,n,finland,flat,10,c,1878528,156544,125236,136194,151848,l-snow,y,y,0,1.0
M,5411,18,7,293367,49, d,2,n,finland,flat,10,c,246429,20536,16429,17456,20536,l-snow,y,n,0,1.0
L,5412,8,6,1667317,26, ccc,16,y,denmark,pitched,10,c,1150449,95871,76697,63275,82449,l-snow,y,n,0,1.0
M,5413,9,0,437064,72, bb,4,n,finland,flat,10,b,270980,22582,18066,16937,16259,l-snow,n,n,0,1.0
L,5414,16,0,1098240,53, ddd,10,n,sweden,pitched,10,a,1032346,86029,86029,61941,74846,fine,n,n,0,1.0
M,5415,7,3,471806,51, bbb,4,n,denmark,flat,10,c,287802,23984,19187,19667,23504,l-snow,y,y,0,1.0
L,5416,6,2,3317902,69, c,33,n,norway,pitched,10,c,2455248,204604,102302,135039,139131,rain,n,y,0,1.0
M,5417,6,6,458157,46, b,4,n,finland,pitched,10,b,416923,34744,27795,33702,27100,l-snow,n,y,1,1.0
L,5418,11,4,3841727,97, c,38,n,sweden,flat,10,c,3457555,288130,288130,262198,282367,fine,y,n,1,1.0
M,5419,15,5,303559,32, b,3,n,sweden,flat,10,a,169994,14167,14167,10908,13600,fine,y,n,0,1.0
L,5420,13,8,3627860,14, bbb,36,n,norway,pitched,10,b,2648338,220695,110348,214074,178763,rain,y,n,0,1.0
M,5421,5,3,296387,92, bb,2,n,norway,pitched,10,c,168941,14079,7040,12812,10982,rain,y,y,0,1.0
L,5422,5,0,2709859,79, ddd,27,n,norway,pitched,10,c,2249183,187432,93716,114334,133077,rain,y,y,0,1.0
M,5423,6,6,439968,67, d,4,n,norway,pitched,10,a,338776,28232,14116,17786,18915,rain,y,y,0,1.0
L,5424,13,0,607071,25, d,6,n,norway,flat,10,c,388526,32378,16189,29140,20074,rain,n,y,0,1.0
M,5425,11,7,358950,67, bbb,3,n,norway,pitched,10,c,204602,17051,8526,16539,11083,rain,y,y,0,1.0
L,5426,5,3,1920150,87, dd,19,y,uk,flat,10,a,1689732,140811,112649,139403,99976,l-rain,n,y,1,1.0
M,5427,7,0,389387,29, d,3,n,uk,pitched,10,a,249208,20768,16614,19106,17445,l-rain,y,n,1,1.0
L,5428,17,16,872479,48, ccc,8,n,uk,pitched,10,c,532213,44352,35481,39029,36812,l-rain,y,y,0,1.0
M,5429,12,1,346967,13, d,3,n,sweden,flat,10,a,242877,20240,20240,13156,13561,fine,n,y,0,1.0
L,5430,6,0,4277363,52, c,42,n,sweden,pitched,10,b,2480871,206740,206740,165392,163324,fine,n,n,0,1.0
M,5431,12,9,367083,9, b,3,n,norway,flat,10,a,271642,22637,11319,20600,22185,rain,y,y,0,1.0
L,5432,13,13,1476414,32, ddd,14,y,norway,pitched,10,c,1254952,104580,52290,85756,95168,rain,n,y,0,1.0
M,5433,19,1,340744,64, bbb,3,n,denmark,pitched,10,c,333930,27828,22262,27550,16975,l-snow,y,n,1,1.0
L,5434,20,2,581535,23, ddd,5,n,norway,pitched,10,c,482675,40223,20112,38614,27754,rain,n,y,0,1.0
M,5435,10,2,497572,55, cc,4,n,denmark,flat,10,c,373179,31099,24879,21147,27678,l-snow,n,y,0,1.0
L,5436,7,7,1212988,47, dd,12,n,sweden,flat,10,a,1006781,83899,83899,70475,73831,fine,n,n,1,1.0
M,5437,6,2,456169,26, bbb,4,n,denmark,pitched,10,c,396868,33073,26458,20836,33073,l-snow,y,y,0,1.0
L,5438,16,11,1141969,26, ddd,11,y,sweden,pitched,10,a,685182,57099,57099,44537,56528,fine,y,y,1,1.0
M,5439,13,1,298124,87, ccc,2,n,uk,pitched,10,c,158006,13168,10534,9349,11719,l-rain,n,y,0,1.0
L,5440,17,2,3173374,73, dd,31,n,norway,pitched,10,c,2697368,224781,112391,220286,150604,rain,y,y,0,1.0
M,5441,20,8,258581,11, dd,2,n,sweden,flat,10,b,178421,14869,14869,11895,12936,fine,y,n,1,1.0
L,5442,20,0,615009,60, bb,6,y,uk,flat,10,b,332105,27676,22141,23801,20204,l-rain,y,n,0,1.0
M,5443,18,14,351811,29, b,3,n,norway,flat,10,c,235714,19643,9822,12768,14929,rain,y,y,0,1.0
L,5444,17,7,1477301,30, ccc,14,y,denmark,flat,10,b,1048884,87407,69926,80415,79541,l-snow,y,y,0,1.0
M,5445,6,0,273976,79, cc,2,n,norway,flat,10,c,172605,14384,7192,12083,12946,rain,y,y,0,1.0
L,5446,18,0,842086,32, b,8,n,sweden,pitched,10,c,732615,61052,61052,43957,47620,fine,y,y,0,1.0
M,5447,5,0,314296,71, d,3,n,finland,pitched,10,b,286010,23835,19068,20021,22881,l-snow,n,y,0,1.0
L,5448,16,5,1773936,55, dd,17,y,denmark,pitched,10,b,1419149,118263,94610,109985,89880,l-snow,y,y,1,1.0
M,5449,20,5,446007,6, bb,4,n,norway,pitched,10,c,441547,36796,18398,31645,22446,rain,n,y,0,1.0
L,5450,18,1,2157751,31, cc,21,n,finland,flat,10,b,1726201,143851,115081,143851,120835,l-snow,n,y,1,1.0
M,5451,17,6,375282,71, ccc,3,n,sweden,pitched,10,c,367777,30649,30649,30342,28197,fine,n,n,1,1.0
L,5452,7,3,2652154,51, d,26,n,sweden,flat,10,b,2572590,214383,214383,132918,160787,fine,n,n,0,1.0
M,5453,6,6,444562,44, ddd,4,n,norway,pitched,10,c,253401,21117,10559,17316,19639,rain,y,y,0,1.0
L,5454,8,8,1672507,89, ccc,16,y,sweden,pitched,10,a,953329,79445,79445,54022,50845,fine,y,n,0,1.0
M,5455,14,12,434120,73, cc,4,n,sweden,flat,10,b,412414,34368,34368,34368,26464,fine,y,y,1,1.0
L,5456,12,9,1096463,32, bb,10,n,denmark,flat,10,c,1063570,88631,70905,57610,82427,l-snow,y,n,0,1.0
M,5457,18,10,355684,11, bbb,3,n,denmark,pitched,10,c,245422,20452,16362,20248,17998,l-snow,y,y,1,1.0
L,5458,11,3,1106839,91, dd,11,n,norway,pitched,10,c,719446,59954,29977,53359,58755,rain,n,y,0,1.0
M,5459,5,3,417866,24, dd,4,n,norway,pitched,10,b,229827,19153,9577,17429,15514,rain,n,y,0,1.0
L,5460,8,8,3998599,77, cc,39,n,norway,pitched,10,c,2559104,213259,106630,172740,132221,rain,n,n,0,1.0
M,5461,8,0,336361,60, d,3,n,denmark,flat,10,a,211908,17659,14128,10772,15187,l-snow,y,y,0,1.0
L,5462,19,10,2631162,83, d,26,y,sweden,flat,10,b,1789191,149100,149100,129717,131208,fine,n,y,1,1.0
M,5463,16,4,408550,16, ccc,4,n,uk,flat,10,c,265558,22130,17704,21245,18811,l-rain,n,y,1,1.0
L,5464,8,8,3991186,99, cc,39,n,sweden,flat,10,b,3911363,325947,325947,319428,286834,fine,y,y,1,1.0
M,5465,14,5,399513,66, ccc,3,n,norway,pitched,10,c,323606,26968,13484,20226,23192,rain,n,n,0,1.0
L,5466,10,5,705514,34, ddd,7,n,norway,pitched,10,c,670239,55854,27927,45242,41890,rain,y,y,0,1.0
M,5467,19,4,350985,42, cc,3,n,norway,pitched,10,b,315887,26324,13162,25008,24745,rain,y,y,0,1.0
L,5468,15,15,1527670,35, ddd,15,y,finland,flat,10,a,809666,67473,53978,67473,56002,l-snow,y,y,1,1.0
M,5469,6,3,288158,91, cc,2,n,sweden,pitched,10,a,207474,17290,17290,15734,17117,fine,y,y,1,1.0
L,5470,20,4,3499037,61, d,34,n,denmark,flat,10,c,1854490,154541,123633,98907,108179,l-snow,y,y,0,1.0
M,5471,11,1,421642,42, b,4,n,sweden,pitched,10,c,236120,19677,19677,14955,18890,fine,n,n,0,1.0
L,5472,8,1,1349730,25, ddd,13,y,denmark,flat,10,c,1174266,97856,78285,73392,92963,l-snow,n,y,0,1.0
M,5473,13,4,376761,77, bbb,3,n,sweden,pitched,10,c,226057,18839,18839,14129,17332,fine,n,y,0,1.0
L,5474,15,10,1591330,58, c,15,n,norway,flat,10,a,1273064,106089,53045,86993,86993,rain,n,n,0,1.0
M,5475,9,3,397807,29, d,3,n,finland,pitched,10,b,210838,17570,14056,10542,14583,l-snow,n,n,0,1.0
L,5476,15,15,2996483,73, ccc,29,n,uk,flat,10,c,2756765,229731,183785,153920,151623,l-rain,n,y,0,1.0
M,5477,6,3,405024,83, ddd,4,n,finland,flat,10,a,380723,31727,25382,20940,19671,l-snow,n,n,0,1.0
L,5478,20,2,3520133,84, b,35,n,finland,pitched,10,c,1865671,155473,124379,139926,94839,l-snow,y,y,0,1.0
M,5479,12,1,341271,58, c,3,n,sweden,flat,10,c,269605,22468,22468,20670,16401,fine,y,y,1,1.0
L,5480,18,7,4623559,16, ccc,46,n,norway,pitched,10,a,2496722,208061,104031,193496,153965,rain,y,y,0,1.0
M,5481,17,3,323193,53, dd,3,n,uk,pitched,10,c,300570,25048,20038,24046,23044,l-rain,n,y,0,1.0
L,5482,7,0,2128748,8, bb,21,n,finland,pitched,10,c,1852011,154335,123468,137358,94144,l-snow,n,y,0,1.0
M,5483,18,5,316653,51, bbb,3,n,norway,pitched,10,b,262822,21902,10951,21026,15989,rain,y,y,0,1.0
L,5484,7,5,3765767,24, bb,37,n,uk,flat,10,a,2184145,182013,145610,123769,151071,l-rain,y,n,0,1.0
M,5485,18,10,414214,50, bbb,4,n,uk,pitched,10,c,273382,22782,18226,22327,19365,l-rain,n,y,1,1.0
L,5486,5,4,2300186,81, ccc,23,n,denmark,flat,10,c,1748142,145679,116543,136938,141309,l-snow,y,n,1,1.0
M,5487,10,7,458851,23, b,4,n,sweden,flat,10,a,266134,22178,22178,18408,17743,fine,y,n,0,1.0
L,5488,7,5,2600916,77, ccc,26,n,uk,flat,10,a,1820642,151721,121377,142617,104687,l-rain,y,y,0,1.0
M,5489,16,15,265062,93, bb,2,n,uk,pitched,10,a,169640,14137,11310,10744,8765,l-rain,n,y,0,1.0
L,5490,12,8,2389702,11, d,23,n,norway,pitched,10,b,1409925,117494,58747,116319,91646,rain,y,y,0,1.0
M,5491,16,3,487745,16, b,4,n,uk,pitched,10,a,360932,30078,24063,24965,25566,l-rain,y,y,0,1.0
L,5492,20,5,4944585,68, b,49,n,sweden,flat,10,c,4697356,391447,391447,274013,285756,fine,n,n,0,1.0
M,5493,16,13,401504,60, bb,4,n,denmark,flat,10,c,305144,25429,20343,15766,20343,l-snow,n,y,0,1.0
L,5494,13,0,4187031,73, b,41,y,norway,flat,10,a,3349625,279136,139568,170273,170273,rain,y,n,0,1.0
M,5495,19,4,363456,78, c,3,n,denmark,pitched,10,c,283496,23625,18900,21735,18900,l-snow,n,y,0,0.97881407
L,5496,15,14,803357,6, bbb,8,n,norway,flat,10,c,642686,53558,26779,52486,42311,rain,n,n,0,1.0
M,5497,12,7,280551,27, ccc,2,n,uk,pitched,10,c,249691,20808,16647,20184,19976,l-rain,y,y,1,1.0
L,5498,19,13,1824379,71, bbb,18,n,denmark,flat,10,b,1495991,124666,99733,84773,93500,l-snow,y,y,0,1.0
M,5499,18,0,257398,7, c,2,n,norway,flat,10,a,221363,18447,9224,17341,18263,rain,n,y,0,1.0
L,5500,20,4,1614464,79, d,16,n,denmark,flat,10,a,1097836,91487,73190,62211,64041,l-snow,y,n,0,1.0
M,5501,9,0,280029,64, ccc,2,n,denmark,pitched,10,c,184820,15402,12322,12476,13554,l-snow,y,n,0,1.0
L,5502,20,20,1066154,7, ccc,10,y,sweden,flat,10,c,799616,66635,66635,51976,50643,fine,y,n,0,1.0
M,5503,13,10,451874,19, d,4,n,denmark,flat,10,a,280162,23347,18678,19145,16810,l-snow,y,n,0,1.0
L,5504,7,5,4886728,88, cc,48,n,norway,pitched,10,c,2687701,223976,111988,210537,174701,rain,n,n,0,1.0
M,5505,13,8,499865,52, ddd,4,n,uk,pitched,10,a,404891,33741,26993,24969,31717,l-rain,n,y,0,1.0
L,5506,13,12,2793217,12, c,27,n,uk,pitched,10,c,1871456,155955,124764,116966,120086,l-rain,y,y,0,1.0
M,5507,6,2,370823,71, d,3,n,norway,flat,10,c,200245,16688,8344,14518,14685,rain,n,y,0,1.0
L,5508,9,0,4967906,11, bb,49,n,uk,pitched,10,a,3179460,264955,211964,222563,190768,l-rain,y,y,0,1.0
M,5509,20,0,280523,51, dd,2,n,uk,pitched,10,c,165509,13793,11034,10483,9241,l-rain,y,n,0,1.0
L,5510,13,7,2367228,36, ccc,23,n,uk,pitched,10,b,1325648,110471,88377,68492,98319,l-rain,n,y,0,1.0
M,5511,15,8,459726,70, d,4,n,sweden,flat,10,c,358587,29883,29883,18826,23309,fine,n,n,0,1.0
L,5512,7,6,2146973,45, bbb,21,n,sweden,flat,10,a,1696109,141343,141343,118728,98940,fine,n,y,1,1.0
M,5513,17,5,462048,99, d,4,n,sweden,flat,10,c,438946,36579,36579,35848,25606,fine,n,y,1,1.0
L,5514,18,18,1767159,12, bb,17,n,uk,pitched,10,c,1272355,106030,84824,71040,65739,l-rain,n,y,0,1.0
M,5515,6,5,368420,61, bbb,3,n,finland,flat,10,c,261579,21799,17439,19183,15913,l-snow,n,n,0,1.0
L,5516,19,6,796113,92, bb,7,n,uk,flat,10,c,724463,60372,48298,42865,39242,l-rain,y,n,0,1.0
M,5517,20,17,388350,88, dd,3,n,denmark,flat,10,c,341748,28479,22784,19651,26771,l-snow,y,y,0,1.0
L,5518,15,5,3355812,23, c,33,y,sweden,pitched,10,b,1745023,145419,145419,113427,129423,fine,y,y,1,1.0
M,5519,14,9,381940,94, b,3,n,sweden,pitched,10,c,240623,20052,20052,15841,17847,fine,n,y,1,1.0
L,5520,13,6,2946464,72, c,29,n,denmark,flat,10,b,1738414,144868,115895,131830,144868,l-snow,n,y,0,1.0
M,5521,15,4,356925,34, ddd,3,n,uk,flat,10,a,289110,24093,19274,20479,21684,l-rain,y,y,0,1.0
L,5522,7,4,3010836,91, ddd,30,y,finland,pitched,10,b,2830186,235849,188680,153302,233491,l-snow,y,y,0,1.0
M,5523,5,1,476521,27, c,4,n,sweden,pitched,10,b,352626,29386,29386,24390,28211,fine,n,y,1,1.0
L,5524,14,13,3885636,19, dd,38,n,norway,flat,10,c,3225078,268757,134379,163942,182755,rain,y,n,0,1.0
M,5525,12,2,468086,65, d,4,n,sweden,pitched,10,b,463406,38618,38618,30894,26260,fine,n,y,1,0.5191557
L,5526,7,4,878535,64, bb,8,n,sweden,flat,10,c,746755,62230,62230,47295,37961,fine,y,y,1,0.544317
M,5527,14,10,329037,44, ccc,3,n,denmark,flat,10,b,315876,26323,21059,17110,17110,l-snow,y,y,0,1.0
L,5528,13,5,965631,46, bb,9,n,denmark,flat,10,b,695255,57938,46351,46930,46351,l-snow,y,y,0,1.0
M,5529,19,11,397538,51, c,3,n,sweden,pitched,10,b,337908,28159,28159,25062,19712,fine,y,n,1,1.0
L,5530,6,5,2824070,30, cc,28,n,sweden,flat,10,c,2202775,183565,183565,145016,137674,fine,n,n,1,1.0
M,5531,15,14,467660,79, c,4,n,sweden,flat,10,c,243184,20266,20266,15402,18037,fine,y,y,1,1.0
L,5532,11,0,1614935,25, bb,16,n,finland,flat,10,c,1098156,91513,73211,55823,91513,l-snow,n,n,0,1.0
M,5533,20,18,446791,39, d,4,n,denmark,flat,10,c,326158,27180,21744,23103,26908,l-snow,n,y,0,1.0
L,5534,15,1,3216602,71, bbb,32,n,finland,flat,10,a,2058626,171553,137242,125234,116656,l-snow,n,n,0,1.0
M,5535,17,2,384255,46, dd,3,n,uk,pitched,10,c,280507,23376,18701,22675,21038,l-rain,y,y,0,1.0
L,5536,12,1,4588282,89, cc,45,n,uk,flat,10,c,3120032,260003,208003,184602,179402,l-rain,n,n,0,1.0
M,5537,9,3,437970,73, ddd,4,n,uk,pitched,10,c,258403,21534,17227,17227,13136,l-rain,y,y,0,1.0
L,5538,7,1,1717026,74, bb,17,n,finland,flat,10,b,892854,74405,59524,66965,68453,l-snow,n,n,1,1.0
M,5539,16,4,305421,23, ccc,3,n,norway,pitched,10,c,232120,19344,9672,18377,13154,rain,y,y,0,1.0
L,5540,13,8,4288041,50, b,42,y,uk,pitched,10,c,2144021,178669,142935,107202,155442,l-rain,n,y,0,1.0
M,5541,8,5,275029,60, dd,2,n,finland,pitched,10,c,165018,13752,11002,12377,11552,l-snow,n,y,0,1.0
L,5542,14,14,2126147,100, ccc,21,n,uk,flat,10,a,1318212,109851,87881,71404,95571,l-rain,n,y,0,1.0
M,5543,8,0,473960,79, ccc,4,n,denmark,pitched,10,b,383908,31993,25594,30713,29753,l-snow,n,y,1,1.0
L,5544,20,3,1736048,98, ddd,17,y,uk,flat,10,c,1284676,107057,85646,101704,72799,l-rain,y,n,0,1.0
M,5545,14,4,486354,53, d,4,n,norway,pitched,10,c,457173,38098,19049,30098,24764,rain,n,y,0,1.0
L,5546,11,4,902584,47, ccc,9,n,uk,pitched,10,c,478370,39865,31892,33885,32290,l-rain,y,n,0,1.0
M,5547,15,2,404079,12, d,4,n,norway,pitched,10,a,202040,16837,8419,16669,10776,rain,y,y,0,1.0
L,5548,12,6,1816563,96, ddd,18,n,finland,flat,10,c,1235263,102939,82351,93675,63822,l-snow,y,n,0,1.0
M,5549,6,0,422584,48, b,4,n,finland,pitched,10,c,211292,17608,14087,11622,14967,l-snow,n,y,0,1.0
L,5550,18,0,1077569,39, ccc,10,n,norway,flat,10,c,635766,52981,26491,40795,41855,rain,y,n,0,1.0
M,5551,20,13,428737,55, bbb,4,n,denmark,pitched,10,c,411588,34299,27440,23324,27783,l-snow,n,y,0,1.0
L,5552,7,0,1052951,30, b,10,n,denmark,flat,10,c,821302,68442,54754,58860,45172,l-snow,y,y,0,1.0
